country,b1_pixel,b2_pixel,overlap
NL,34865.0,18661.0,13579
NL,41744.0,20155.0,13494
NL,42652.0,20519.0,14593
NL,33825.0,14436.0,10057
NL,54077.0,24179.0,18728
NL,53105.0,23282.0,17467
NL,34031.0,18615.0,13653
NL,18716.0,7293.0,5045
NL,38935.0,22305.0,16451
NL,41599.0,31317.0,22629
NL,50817.0,30880.0,25302
NL,53962.0,22695.0,17424
NL,56499.0,21255.0,16480
NL,31700.0,16677.0,11405
NL,47960.0,24078.0,16664
NL,54760.0,24524.0,18022
NL,41991.0,23616.0,15850
NL,54871.0,27413.0,21439
NL,44313.0,24688.0,16523
NL,29005.0,14842.0,10051
NL,52895.0,28128.0,21808
NL,54218.0,34585.0,27285
NL,5614.0,5081.0,3257
NL,54118.0,22068.0,17058
NL,49115.0,16047.0,11440
NL,52402.0,20299.0,14543
NL,33411.0,17445.0,12691
NL,44301.0,29707.0,21390
NL,26309.0,18300.0,13123
NL,55422.0,30724.0,23882
NL,55233.0,20095.0,15273
NL,56609.0,20624.0,15506
NL,25335.0,15710.0,10354
NL,50047.0,26480.0,18539
NL,23678.0,15652.0,10163
NL,49544.0,26025.0,18967
NL,27823.0,16098.0,10136
NL,50624.0,25123.0,18689
NL,49398.0,27247.0,19706
NL,42253.0,24436.0,16154
NL,47101.0,20117.0,15176
NL,6977.0,4805.0,3018
NL,23988.0,12586.0,9776
NL,44998.0,21025.0,14314
NL,28424.0,23889.0,18048
NL,9967.0,8782.0,5951
NL,17107.0,12429.0,9068
NL,54232.0,28879.0,22244
NL,56220.0,20578.0,15384
NL,32480.0,21167.0,13173
NL,42470.0,24172.0,16388
NL,3338.0,2921.0,1644
NL,19244.0,10835.0,7244
NL,31138.0,17304.0,11234
NL,49152.0,23189.0,17444
NL,47592.0,28176.0,21098
NL,38075.0,20495.0,14299
NL,5137.0,2408.0,1320
NL,25361.0,14480.0,9131
NL,46030.0,23754.0,16777
NL,41553.0,21687.0,15015
NL,17988.0,14982.0,10675
NL,1651.0,1290.0,851
NL,3249.0,2173.0,1612
NL,52969.0,28117.0,21621
NL,60426.0,20993.0,16884
NL,40430.0,25356.0,16370
NL,27781.0,18483.0,11972
NL,20649.0,13766.0,9047
NL,53948.0,29080.0,22316
NL,47168.0,25332.0,18260
NL,48838.0,22304.0,15885
NL,45091.0,20277.0,14637
NL,40011.0,16281.0,12168
NL,44863.0,24565.0,16950
NL,21559.0,11490.0,7760
NL,7970.0,3491.0,2360
NL,48295.0,20100.0,15022
NL,35869.0,19669.0,13341
NL,30634.0,18181.0,12030
NL,30769.0,20095.0,12484
NL,12992.0,10129.0,6544
NL,7864.0,5068.0,3344
NL,51174.0,27338.0,20293
NL,22788.0,11607.0,8072
NL,29920.0,14020.0,11161
NL,42200.0,19376.0,14202
NL,20182.0,9199.0,6538
NL,11010.0,6617.0,3937
NL,30469.0,16007.0,10887
NL,13303.0,8836.0,5715
NL,20145.0,12398.0,8798
NL,49310.0,21693.0,15821
NL,55065.0,20434.0,14842
NL,41532.0,18375.0,12711
NL,46698.0,22798.0,15803
NL,17176.0,12360.0,7592
NL,54862.0,24180.0,18590
NL,42994.0,19745.0,14245
NL,46170.0,19497.0,15322
NL,24824.0,10281.0,7436
NL,52350.0,25028.0,19968
NL,23816.0,8467.0,5411
NL,37493.0,18905.0,12454
NL,53959.0,24320.0,18614
NL,50650.0,22729.0,16446
NL,16962.0,8087.0,5495
NL,1290.0,1120.0,583
NL,5821.0,5345.0,2989
NL,43897.0,25731.0,18022
NL,54122.0,22639.0,17881
NL,54518.0,21375.0,15882
NL,22626.0,7485.0,5047
NL,39511.0,17550.0,13162
NL,53994.0,20611.0,16051
NL,39131.0,20647.0,14888
NL,43088.0,18114.0,13281
NL,48289.0,21623.0,16169
NL,54295.0,20202.0,15688
NL,17373.0,8420.0,5400
NL,37831.0,14014.0,9657
NL,37314.0,21980.0,14749
NL,31642.0,16361.0,11247
NL,29282.0,14250.0,11008
NL,971.0,1003.0,499
NL,33847.0,16425.0,11327
NL,52150.0,25795.0,19604
NL,50615.0,23111.0,16943
NL,55883.0,24538.0,19174
NL,14780.0,7219.0,4630
NL,35440.0,13748.0,9132
NL,56786.0,16299.0,12151
NL,42083.0,19426.0,13828
NL,16299.0,10461.0,6558
NL,40212.0,22298.0,14650
NL,23608.0,14005.0,8379
NL,29322.0,14237.0,9809
NL,50754.0,19931.0,14873
NL,40465.0,17471.0,13605
NL,11722.0,6977.0,4966
NL,45320.0,21765.0,16687
NL,56484.0,24849.0,19873
NL,54761.0,20110.0,15586
NL,53691.0,16531.0,11934
NL,34967.0,11102.0,7473
NL,29758.0,8065.0,4683
NL,36304.0,17672.0,12530
NL,51930.0,19412.0,14211
NL,50715.0,20788.0,16017
NL,51702.0,22744.0,18225
NL,49584.0,24191.0,18915
NL,17817.0,9983.0,6186
NL,49069.0,14803.0,10043
NL,44776.0,25766.0,16742
NL,34952.0,17234.0,11943
NL,30281.0,17775.0,10299
NL,18608.0,15553.0,9241
NL,61901.0,11779.0,8894
NL,37979.0,21855.0,13665
NL,36029.0,16893.0,10404
NL,45832.0,20541.0,15222
NL,43432.0,18784.0,12305
NL,58033.0,17603.0,13766
NL,22928.0,9531.0,8092
NL,33347.0,17587.0,11954
NL,52951.0,16609.0,12942
NL,42809.0,15784.0,11328
NL,36419.0,14840.0,9548
NL,21048.0,8759.0,5705
NL,39054.0,15943.0,11107
NL,59835.0,17043.0,13712
NL,36801.0,17645.0,11666
NL,52236.0,22021.0,15095
NL,51501.0,20066.0,15072
NL,50098.0,19672.0,14164
NL,50911.0,15775.0,12323
NL,54215.0,19303.0,14312
NL,222.0,289.0,161
NL,36265.0,15932.0,11308
NL,21238.0,11689.0,7158
NL,27235.0,12327.0,7826
NL,28366.0,13297.0,9047
NL,44085.0,20447.0,14849
NL,34103.0,14251.0,10118
NL,57997.0,17182.0,12984
NL,6251.0,4933.0,3299
NL,3612.0,2477.0,1716
NL,50360.0,19627.0,13645
NL,57391.0,19518.0,14632
NL,47974.0,24181.0,16475
NL,12147.0,6698.0,4585
NL,28908.0,8234.0,5216
NL,220.0,271.0,137
NL,38157.0,22719.0,14691
NL,52616.0,21894.0,15699
NL,5659.0,2448.0,1168
NL,199.0,294.0,112
NL,22385.0,11712.0,7941
NL,40320.0,15380.0,10866
NL,24373.0,11189.0,7275
NL,43345.0,18463.0,13135
NL,43850.0,26829.0,18256
NL,21247.0,9351.0,6838
NL,27175.0,12881.0,8265
NL,28516.0,12250.0,8831
NL,17383.0,12972.0,9010
NL,59507.0,21035.0,16686
NL,205.0,180.0,102
NL,33637.0,16641.0,11273
NL,20122.0,8636.0,6273
NL,1746.0,1398.0,952
NL,21869.0,6917.0,4089
NL,56407.0,20995.0,15915
ES,35173.0,26119.0,16943
ES,35204.0,28063.0,17123
ES,43739.0,31518.0,21970
ES,59185.0,35641.0,30935
ES,57908.0,38349.0,32767
ES,32497.0,20627.0,14666
ES,57209.0,30788.0,25239
ES,48276.0,29700.0,23194
ES,58364.0,29876.0,24505
ES,52484.0,27374.0,20807
ES,39437.0,32518.0,21194
ES,10421.0,10039.0,5132
ES,664.0,660.0,372
ES,39256.0,31511.0,21967
ES,15694.0,16718.0,9717
ES,18081.0,17914.0,10139
ES,34385.0,28657.0,18424
ES,43995.0,30773.0,20861
ES,53299.0,31130.0,25159
ES,56003.0,33742.0,28591
ES,50906.0,32035.0,24603
ES,43202.0,27390.0,21541
ES,62069.0,21112.0,18227
ES,59582.0,26748.0,22271
ES,51837.0,26888.0,20336
ES,37436.0,33084.0,20307
ES,39141.0,23683.0,16587
ES,1441.0,1437.0,720
ES,3712.0,2474.0,1527
ES,42836.0,28794.0,20465
ES,52644.0,33271.0,26928
ES,56336.0,29090.0,23569
ES,42977.0,26283.0,18542
ES,52467.0,27988.0,22376
ES,57133.0,29518.0,24075
ES,50133.0,33087.0,25724
ES,52988.0,31855.0,23422
ES,44119.0,36592.0,23235
ES,41184.0,23709.0,16379
ES,11874.0,9910.0,5927
ES,6847.0,9276.0,4683
ES,45528.0,29471.0,20436
ES,776.0,515.0,256
ES,6893.0,6340.0,3689
ES,30346.0,26904.0,17075
ES,12854.0,15083.0,8790
ES,54366.0,34705.0,27616
ES,54054.0,24986.0,18396
ES,53726.0,29658.0,23458
ES,57861.0,26567.0,22173
ES,57992.0,30978.0,25772
ES,43921.0,31772.0,21043
ES,46498.0,34612.0,23274
ES,48591.0,30941.0,20922
ES,43629.0,21508.0,14605
ES,24520.0,18627.0,10670
ES,31579.0,21953.0,13103
ES,38815.0,23570.0,15459
ES,9038.0,7196.0,4043
ES,7913.0,6374.0,3662
ES,15437.0,11596.0,7096
ES,39515.0,25335.0,17054
ES,29769.0,21623.0,14550
ES,41350.0,30812.0,20676
ES,38284.0,30839.0,20222
ES,51864.0,31307.0,24139
ES,53474.0,29617.0,22969
ES,39608.0,25051.0,17776
ES,57713.0,27413.0,22486
ES,54842.0,32667.0,24928
ES,51427.0,29024.0,20966
ES,52068.0,32528.0,23727
ES,46522.0,31727.0,21142
ES,50109.0,24307.0,16984
ES,27520.0,23102.0,15177
ES,34024.0,31080.0,18979
ES,44305.0,21703.0,14055
ES,35432.0,23875.0,14765
ES,42946.0,30491.0,19773
ES,30074.0,24917.0,14641
ES,6619.0,6494.0,3681
ES,58813.0,14034.0,10293
ES,56042.0,17235.0,12190
ES,7732.0,6389.0,3526
ES,14366.0,11253.0,7308
ES,29507.0,23754.0,15109
ES,39420.0,27323.0,18103
ES,23616.0,20786.0,12565
ES,46859.0,32622.0,23016
ES,34769.0,34490.0,21419
ES,34792.0,36678.0,22896
ES,56605.0,32467.0,25926
ES,49002.0,30900.0,22984
ES,18820.0,12903.0,8361
ES,51287.0,29747.0,21691
ES,55015.0,31564.0,24118
ES,52731.0,27137.0,19215
ES,54387.0,25412.0,18664
ES,27036.0,24819.0,15282
ES,34187.0,29348.0,18101
ES,18813.0,21369.0,12104
ES,20649.0,14957.0,9591
ES,1495.0,1739.0,910
ES,29240.0,23351.0,15015
ES,20303.0,19532.0,11954
ES,27201.0,19321.0,14114
ES,38790.0,34009.0,22862
ES,42699.0,33003.0,22623
ES,38442.0,36258.0,22964
ES,43397.0,33931.0,24085
ES,14852.0,17589.0,10043
ES,49321.0,28911.0,20736
ES,40369.0,29118.0,18992
ES,54932.0,28934.0,22488
ES,61199.0,25457.0,21806
ES,57810.0,25637.0,20115
ES,41525.0,27375.0,16288
ES,36247.0,31319.0,19028
ES,30019.0,26072.0,15276
ES,20861.0,19934.0,11631
ES,22240.0,18061.0,10950
ES,26309.0,31196.0,18717
ES,749.0,1219.0,487
ES,44477.0,34032.0,23755
ES,42573.0,26407.0,19372
ES,38443.0,25742.0,18922
ES,24421.0,21561.0,14358
ES,34567.0,30295.0,19312
ES,27565.0,26560.0,16079
ES,38855.0,38455.0,24048
ES,51080.0,34828.0,25494
ES,37865.0,31830.0,20218
ES,57021.0,26492.0,20511
ES,55339.0,28721.0,22732
ES,52281.0,31087.0,22468
ES,46263.0,30741.0,20927
ES,50842.0,37846.0,27344
ES,7025.0,9209.0,4936
ES,18108.0,19305.0,11626
ES,19933.0,18889.0,12594
ES,49407.0,32993.0,25230
ES,29166.0,23701.0,15543
ES,37445.0,30762.0,19008
ES,50270.0,32788.0,22808
ES,26114.0,27324.0,15603
ES,43733.0,40437.0,26748
ES,36413.0,34566.0,22434
ES,28022.0,27668.0,16588
ES,54232.0,33623.0,25424
ES,55782.0,31776.0,24682
ES,53231.0,29409.0,22675
ES,51117.0,32845.0,22908
ES,39801.0,32572.0,21025
ES,363.0,340.0,155
ES,29707.0,23056.0,15623
ES,40709.0,35903.0,24160
ES,40985.0,34961.0,24028
ES,15393.0,18619.0,10043
ES,15465.0,14439.0,8126
ES,48599.0,34802.0,24011
ES,50276.0,30817.0,21355
ES,47993.0,35493.0,24536
ES,43491.0,32201.0,20653
ES,44581.0,33529.0,21724
ES,46902.0,33762.0,22844
ES,50418.0,29953.0,21750
ES,58137.0,31263.0,25029
ES,22068.0,27021.0,15168
ES,25629.0,17529.0,11259
ES,68.0,61.0,27
ES,39496.0,31324.0,19860
ES,37185.0,28972.0,18083
ES,43409.0,36096.0,24677
ES,47033.0,33372.0,22612
ES,46419.0,31714.0,21168
ES,44974.0,32756.0,21520
ES,52998.0,30544.0,22241
ES,51201.0,31820.0,23051
ES,29645.0,24792.0,14301
ES,24236.0,30163.0,16293
ES,19445.0,26648.0,13858
ES,11581.0,10216.0,6349
ES,21005.0,19891.0,13745
ES,11928.0,11357.0,6542
ES,15801.0,10352.0,6012
ES,22237.0,17791.0,10212
ES,24350.0,29159.0,16393
ES,27225.0,24639.0,15708
ES,40675.0,29754.0,18406
ES,37949.0,29222.0,17564
ES,47111.0,30179.0,20833
ES,14664.0,19058.0,9720
ES,27964.0,32257.0,18045
ES,157.0,120.0,69
ES,11506.0,12727.0,6972
ES,18047.0,15000.0,9545
ES,13142.0,10767.0,6014
ES,40893.0,28986.0,18069
ES,15823.0,20552.0,10800
ES,28092.0,35689.0,19302
ES,1465.0,932.0,473
ES,773.0,654.0,347
ES,39659.0,26749.0,18719
ES,44281.0,28789.0,20351
ES,22467.0,18147.0,12523
ES,17384.0,12624.0,7521
ES,38823.0,23779.0,16541
ES,17940.0,19244.0,10826
ES,29078.0,21727.0,13309
ES,15553.0,12532.0,7141
ES,6171.0,4519.0,2631
ES,5703.0,5027.0,2588
ES,17432.0,15067.0,9616
ES,44225.0,27438.0,18602
ES,48685.0,31151.0,21917
ES,43008.0,31106.0,20765
ES,26447.0,23294.0,14222
ES,32691.0,34572.0,21369
ES,29606.0,26908.0,16382
ES,33697.0,27962.0,17341
ES,36470.0,25364.0,17465
ES,1332.0,1537.0,738
ES,3377.0,2991.0,1701
ES,200.0,245.0,123
ES,57157.0,22045.0,17382
ES,58963.0,17033.0,13177
ES,51840.0,17776.0,12860
ES,32666.0,15343.0,9298
ES,35480.0,21103.0,14441
ES,50129.0,27142.0,19793
ES,45705.0,28422.0,19550
ES,32703.0,26449.0,15943
ES,16200.0,9280.0,5861
ES,5839.0,8190.0,4142
ES,14423.0,14905.0,8250
ES,20401.0,25093.0,14624
ES,6232.0,5395.0,3275
ES,30310.0,20299.0,13702
ES,44437.0,25271.0,17811
ES,45164.0,25432.0,18433
ES,17464.0,16209.0,8871
ES,19589.0,14217.0,8785
ES,43132.0,33589.0,22359
ES,35088.0,35314.0,22187
ES,31072.0,29831.0,18501
ES,30415.0,32273.0,19694
ES,33933.0,24521.0,16687
ES,47377.0,27815.0,19222
ES,48469.0,32017.0,22356
ES,5727.0,9194.0,4376
ES,13516.0,14861.0,8387
ES,6277.0,7441.0,4242
ES,18084.0,18250.0,10993
ES,214.0,250.0,118
ES,8294.0,8561.0,4767
ES,28063.0,29060.0,17512
ES,15172.0,15228.0,8753
ES,35101.0,22284.0,14615
ES,31876.0,18907.0,11567
ES,21014.0,16721.0,9669
ES,53.0,86.0,33
ES,3903.0,3166.0,1885
ES,36963.0,25213.0,15306
ES,14900.0,12107.0,6821
ES,38386.0,25556.0,16281
ES,13939.0,19842.0,9849
ES,1884.0,1208.0,670
ES,7834.0,6978.0,3941
ES,5206.0,7148.0,3690
ES,201.0,392.0,168
ES,29130.0,20490.0,12375
ES,478.0,776.0,332
ES,11562.0,9500.0,5347
ES,29679.0,22293.0,13544
ES,20654.0,21276.0,11807
ES,3798.0,5369.0,2616
ES,22804.0,21476.0,12137
ES,1141.0,1148.0,562
ES,28582.0,19478.0,13047
ES,4336.0,3541.0,1795
ES,37.0,62.0,26
ES,837.0,1253.0,635
ES,36.0,71.0,31
ES,91.0,103.0,53
ES,8074.0,6080.0,3744
ES,11710.0,9717.0,5767
ES,5197.0,4469.0,2240
ES,6125.0,6917.0,3475
ES,36585.0,24922.0,15917
ES,53785.0,25564.0,19693
ES,53713.0,23361.0,18230
ES,28612.0,18830.0,12030
ES,11872.0,10358.0,5672
ES,25424.0,18474.0,11459
ES,1447.0,2994.0,1168
ES,5652.0,6440.0,3305
ES,35587.0,24498.0,15440
ES,24996.0,17384.0,11053
ES,14287.0,10468.0,6207
ES,31076.0,21938.0,14023
ES,25286.0,26526.0,14478
ES,23569.0,27533.0,16628
ES,4832.0,6658.0,3119
ES,17918.0,20814.0,11693
ES,558.0,604.0,280
ES,20571.0,17334.0,10573
ES,28770.0,22555.0,14305
ES,9169.0,11064.0,5940
ES,33892.0,26177.0,16044
ES,28323.0,21530.0,13332
ES,37562.0,29154.0,17836
ES,19136.0,17204.0,9804
ES,24519.0,25167.0,13916
ES,19340.0,17141.0,10547
ES,37248.0,28594.0,17945
ES,20724.0,15601.0,10229
ES,46080.0,26506.0,18123
ES,29974.0,22338.0,12948
ES,308.0,362.0,182
ES,3780.0,2924.0,1579
ES,27567.0,19402.0,12584
ES,22911.0,18111.0,11172
ES,1250.0,1845.0,890
ES,312.0,528.0,226
ES,1854.0,2824.0,1550
ES,2515.0,1575.0,1115
ES,28547.0,17875.0,11959
ES,28670.0,16002.0,11506
ES,8955.0,8209.0,4883
ES,5259.0,4327.0,2297
ES,194.0,168.0,77
ES,6109.0,5766.0,3341
ES,12363.0,9232.0,5559
ES,3953.0,3002.0,1632
ES,34595.0,22199.0,14353
ES,507.0,368.0,208
ES,19964.0,21047.0,12215
ES,9251.0,8403.0,4482
ES,1605.0,2148.0,1071
ES,4554.0,2840.0,1673
ES,1183.0,1268.0,618
ES,13248.0,11244.0,6443
ES,18717.0,19346.0,11249
ES,8319.0,7708.0,4690
ES,14005.0,9201.0,5562
ES,39303.0,23632.0,15969
ES,36781.0,24341.0,16180
ES,9382.0,7770.0,4291
ES,21863.0,16664.0,9443
ES,17159.0,13196.0,7661
ES,10564.0,9222.0,5197
ES,11253.0,9346.0,5394
ES,49253.0,20820.0,14749
ES,43714.0,19233.0,13402
ES,32877.0,21247.0,14356
ES,10289.0,6023.0,3621
ES,37164.0,21662.0,14717
ES,31627.0,21863.0,13785
ES,16144.0,13198.0,8100
ES,14500.0,11559.0,6652
ES,4180.0,4046.0,2193
ES,9752.0,7180.0,4096
ES,34516.0,20614.0,13755
ES,29152.0,20837.0,13340
ES,18476.0,13134.0,7537
ES,13498.0,9866.0,6435
ES,12362.0,8668.0,5224
ES,17348.0,12705.0,7748
ES,37764.0,24077.0,17049
ES,23091.0,13538.0,8584
ES,16754.0,12070.0,7538
ES,3355.0,2583.0,1397
ES,22718.0,14446.0,8840
ES,48622.0,24064.0,17133
ES,35124.0,24425.0,15587
ES,12125.0,10616.0,6110
ES,13344.0,11096.0,6202
ES,32976.0,22482.0,14495
ES,33720.0,19417.0,13502
ES,22324.0,18683.0,10826
ES,13793.0,15134.0,8608
ES,7104.0,6573.0,3691
ES,26719.0,21440.0,13909
ES,19057.0,13987.0,7675
ES,193.0,390.0,171
ES,20229.0,15631.0,9672
ES,29996.0,20636.0,11908
ES,26317.0,18120.0,11134
ES,26690.0,20795.0,13207
ES,25533.0,16009.0,10183
ES,38473.0,21831.0,15514
ES,35060.0,25574.0,15055
ES,42.0,50.0,19
ES,7270.0,5978.0,3389
ES,2897.0,2118.0,1099
ES,12108.0,13727.0,7437
ES,33207.0,25267.0,16036
ES,38952.0,24371.0,16450
ES,31939.0,24734.0,15602
ES,48011.0,30853.0,22965
ES,2269.0,2206.0,1240
ES,2008.0,2257.0,1131
ES,25527.0,21645.0,13101
ES,20266.0,14393.0,8748
ES,47159.0,25425.0,19340
ES,29591.0,21028.0,13553
ES,17986.0,15161.0,8731
ES,11316.0,10229.0,5678
ES,6147.0,6862.0,3807
ES,44111.0,25981.0,18897
ES,44117.0,30366.0,21502
ES,49173.0,27505.0,20487
ES,34331.0,26891.0,17669
ES,30228.0,22289.0,14461
ES,50129.0,28301.0,20552
ES,42763.0,27975.0,19788
ES,40188.0,23944.0,16243
ES,48273.0,28091.0,20112
ES,35993.0,26345.0,17412
ES,24011.0,21412.0,13159
ES,15409.0,16292.0,9558
ES,32560.0,22857.0,14414
ES,39053.0,28364.0,19206
ES,46449.0,27796.0,19919
ES,50482.0,27130.0,20108
ES,34610.0,25345.0,17132
ES,36837.0,32798.0,22574
ES,35259.0,24712.0,16804
ES,42290.0,21675.0,16172
ES,48298.0,28338.0,21212
ES,53406.0,27342.0,21225
ES,45981.0,27547.0,19132
ES,22428.0,18362.0,11162
ES,36952.0,23133.0,14883
ES,10479.0,12445.0,6500
ES,30947.0,22553.0,15007
ES,52473.0,26562.0,19928
ES,37301.0,21797.0,15791
ES,3130.0,3662.0,1969
ES,47333.0,20764.0,15113
ES,32452.0,14670.0,11049
ES,34091.0,20798.0,15418
ES,36954.0,25374.0,16570
ES,2644.0,3113.0,1559
ES,41987.0,28734.0,19786
ES,48623.0,26885.0,19827
ES,42685.0,31512.0,19913
ES,38669.0,28065.0,18116
ES,28008.0,22395.0,15435
ES,3761.0,3966.0,2125
ES,37431.0,22213.0,15690
ES,47640.0,27581.0,20256
ES,4848.0,3974.0,2325
ES,52084.0,20526.0,15063
ES,56554.0,12204.0,8698
ES,50458.0,18102.0,12962
ES,58641.0,20861.0,14741
ES,46808.0,20949.0,14045
ES,39328.0,24596.0,16820
ES,37118.0,21642.0,13716
ES,17832.0,19278.0,11526
ES,33430.0,27279.0,16303
ES,38443.0,28653.0,18417
ES,47637.0,26105.0,17372
ES,49276.0,26848.0,19966
ES,38924.0,29160.0,20336
ES,39926.0,19668.0,13729
ES,52355.0,25020.0,19005
ES,53995.0,20114.0,14644
ES,49992.0,14564.0,9673
ES,49952.0,16404.0,11400
ES,39316.0,23537.0,15170
ES,47756.0,17135.0,12461
ES,59133.0,18292.0,12871
ES,59165.0,19594.0,14895
ES,27999.0,19733.0,12580
ES,34984.0,22561.0,14577
ES,10646.0,8456.0,4873
ES,36136.0,29180.0,19961
ES,14943.0,14370.0,8361
ES,17656.0,17027.0,10576
ES,42944.0,23938.0,15691
ES,35679.0,30903.0,18411
ES,41471.0,31640.0,19564
ES,43565.0,30329.0,19700
ES,51513.0,27149.0,19968
ES,49521.0,25656.0,19457
ES,49903.0,25081.0,18008
ES,48737.0,18149.0,12769
ES,33456.0,13831.0,8199
ES,54733.0,21109.0,15557
ES,50462.0,18386.0,13193
ES,51901.0,23456.0,17295
ES,56484.0,13230.0,8810
ES,36583.0,20191.0,13537
ES,57484.0,23097.0,17186
ES,12788.0,10067.0,6266
ES,35801.0,30465.0,18748
ES,44056.0,25363.0,17732
ES,24777.0,26686.0,14983
ES,45608.0,25556.0,17126
ES,52578.0,24895.0,17869
ES,53943.0,25015.0,19416
ES,38040.0,28382.0,19126
ES,26727.0,21176.0,12980
ES,53310.0,16869.0,12278
ES,58593.0,16578.0,13265
ES,44982.0,21995.0,15262
ES,56800.0,19414.0,13843
ES,40414.0,20235.0,13382
ES,58037.0,20408.0,14162
ES,19068.0,16941.0,11490
ES,34952.0,29972.0,18332
ES,46441.0,25890.0,17603
ES,51842.0,25184.0,17513
ES,52398.0,24426.0,17750
ES,46663.0,28602.0,20817
ES,28122.0,24986.0,15977
ES,40347.0,29045.0,19791
ES,48501.0,33817.0,25281
ES,39602.0,27997.0,19543
ES,26550.0,20493.0,12641
ES,28802.0,17673.0,9933
ES,52003.0,14192.0,9409
ES,3424.0,1930.0,1133
ES,48396.0,20473.0,14457
ES,18979.0,12796.0,8850
ES,8550.0,7729.0,4744
ES,13438.0,14769.0,8444
ES,45761.0,30557.0,20100
ES,32792.0,31038.0,18392
ES,44646.0,32599.0,22090
ES,47580.0,25009.0,17017
ES,44482.0,26088.0,18103
ES,8499.0,7771.0,4781
ES,41293.0,25828.0,18560
ES,54052.0,32712.0,25927
ES,47589.0,23584.0,16984
ES,43687.0,29960.0,22126
ES,60151.0,18524.0,15295
ES,32777.0,21992.0,14802
ES,2704.0,2072.0,1056
ES,646.0,658.0,321
ES,18042.0,19088.0,10774
ES,34483.0,30280.0,17775
ES,35323.0,23916.0,14645
ES,43115.0,30880.0,22169
ES,49632.0,29496.0,21293
ES,39164.0,22536.0,15506
ES,42059.0,26078.0,19183
ES,39863.0,26240.0,20211
ES,52816.0,27224.0,20655
ES,58630.0,22006.0,17551
ES,62502.0,15943.0,13583
ES,30603.0,15188.0,11021
ES,12637.0,8437.0,5164
ES,2843.0,2688.0,1446
ES,8034.0,10723.0,5708
ES,9357.0,12322.0,6207
ES,24459.0,30911.0,16305
ES,23412.0,25657.0,13578
ES,22856.0,20661.0,11929
ES,48090.0,31130.0,22564
ES,49248.0,32667.0,24338
ES,57727.0,25573.0,20143
ES,52778.0,28350.0,22028
ES,60326.0,26412.0,22449
ES,48469.0,27846.0,21317
ES,45433.0,31475.0,24898
ES,59620.0,16203.0,12322
ES,50763.0,26769.0,19409
ES,36302.0,24322.0,16656
ES,26252.0,19322.0,11996
ES,14953.0,12105.0,6737
ES,1464.0,1863.0,1001
ES,7253.0,7976.0,4326
ES,24060.0,18414.0,10713
ES,33813.0,24574.0,16724
ES,39125.0,29702.0,21493
ES,51013.0,32321.0,25115
ES,52295.0,32958.0,25633
ES,52270.0,29738.0,23722
ES,56489.0,29125.0,23423
ES,44439.0,29778.0,21252
ES,44981.0,25404.0,17422
ES,16398.0,11351.0,6745
ES,32722.0,21379.0,14053
ES,28059.0,22174.0,13424
ES,6961.0,6114.0,3276
ES,6468.0,6876.0,3885
ES,9607.0,8760.0,5123
ES,36162.0,24304.0,15321
ES,21625.0,20085.0,11852
ES,51519.0,33684.0,26209
ES,47617.0,30452.0,23365
ES,51462.0,31122.0,25104
ES,55726.0,29087.0,23659
ES,58389.0,30437.0,24850
ES,54364.0,30901.0,24003
ES,52269.0,27420.0,20812
ES,42744.0,22955.0,14995
ES,1487.0,1222.0,639
ES,23431.0,18276.0,11933
ES,45002.0,28036.0,20368
ES,10767.0,10750.0,6365
SE,40328.0,18611.0,12144
SE,27532.0,14265.0,9019
SE,42651.0,18707.0,12713
SE,34115.0,17316.0,11695
SE,52071.0,24274.0,17491
SE,15595.0,9585.0,5528
SE,19164.0,12841.0,7734
SE,26812.0,14547.0,9096
SE,41690.0,19599.0,14264
SE,41840.0,18856.0,12977
SE,43207.0,21252.0,14548
SE,54329.0,13760.0,9851
SE,10680.0,4811.0,2962
SE,1898.0,1522.0,812
SE,8211.0,7068.0,4375
SE,4672.0,2760.0,1679
SE,53026.0,24612.0,18056
SE,32067.0,16774.0,11359
SE,20819.0,10193.0,6397
SE,1951.0,2115.0,1102
SE,29506.0,18937.0,11954
SE,43233.0,19951.0,13499
SE,48794.0,14771.0,11017
SE,27994.0,11953.0,7633
SE,38219.0,14798.0,10224
SE,30052.0,14672.0,9131
SE,35437.0,14293.0,8848
SE,19916.0,10558.0,6216
SE,4180.0,973.0,481
SE,26191.0,2486.0,1737
SE,15831.0,1043.0,539
SE,54285.0,23262.0,17489
SE,50410.0,24287.0,18012
SE,22436.0,9838.0,6729
SE,19128.0,17103.0,10189
SE,39708.0,19150.0,12607
SE,33100.0,17062.0,11295
SE,46623.0,13324.0,9779
SE,34243.0,13426.0,9151
SE,30280.0,11148.0,7180
SE,8214.0,4046.0,2366
SE,2040.0,417.0,251
SE,23239.0,9256.0,5512
SE,35676.0,22323.0,14265
SE,9051.0,6742.0,3930
SE,43155.0,24124.0,16855
SE,36275.0,21900.0,14988
SE,47973.0,21461.0,14786
SE,51604.0,21587.0,15362
SE,29548.0,13326.0,8776
SE,21697.0,13260.0,8125
SE,13623.0,8050.0,4949
SE,21013.0,6996.0,4417
SE,9951.0,6041.0,3650
SE,9249.0,5575.0,3462
SE,9268.0,4447.0,2637
SE,7673.0,4037.0,2348
SE,24358.0,946.0,413
SE,5709.0,1954.0,1058
SE,58565.0,14242.0,11133
SE,3561.0,2422.0,1153
SE,4797.0,3253.0,1910
